,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount
35097,Asia,中国,China,台湾,Taiwan,363,18.0,50,5
35101,Asia,中国,China,中国,China,82966,0.0,77257,3338
35269,Asia,中国,China,香港,Hong Kong,890,37.0,206,4
35444,Asia,中国,China,上海市,Shanghai,531,19.0,383,6
35897,Asia,中国,China,澳门,Macau,44,9.0,10,0
35898,Asia,中国,China,浙江省,Zhejiang,1263,3.0,1230,1
35911,Asia,中国,China,湖北省,Hubei,67803,0.0,63945,3210
36075,Asia,中国,China,福建省,Fujian,350,3.0,303,1
36085,Asia,中国,China,山东省,Shandong,779,14.0,755,7
36120,Asia,中国,China,广东省,Guangdong,1524,11.0,1387,8
36141,Asia,中国,China,江苏省,Jiangsu,651,3.0,633,0
36155,Asia,中国,China,北京市,Beijing,586,164.0,441,8
36173,Asia,中国,China,四川省,Sichuan,558,13.0,539,3
36194,Asia,中国,China,辽宁省,Liaoning,142,0.0,126,2
36208,Asia,中国,China,黑龙江省,Heilongjiang,504,0.0,469,13
36222,Asia,中国,China,河北省,Hebei,327,0.0,310,6
36234,Asia,中国,China,山西省,Shanxi,138,5.0,133,0
